variable,value,Label
V467M,2,Not a big problem
V468,Variable Label,NA - Record for Last Birth
V468,0,See specific questions
V468,1,Last birth only
V468,2,All births in last 5 years
V469E,Variable Label,NA - Times gave child powdered/tinned/fresh milk
V469E,0,No
V469E,7,7+
V469E,8,Don't know
V469F,Variable Label,NA - Times gave child infant formula
V469F,0,No
V469F,7,7+
V469F,8,Don't know
V469X,Variable Label,NA - Times gave child yogurt
V469X,0,No
V469X,7,7+
V469X,8,Don't know
V471A,Variable Label,"NA - Mother had tinned, powdered or fresh milk"
V471A,0,No
V471A,1,Yes
V471A,8,Don't know
V471B,Variable Label,NA - Mother had tea or coffee
V471B,0,No
V471B,1,Yes
V471B,8,Don't know
V471C,Variable Label,NA - Mother had any other liquid
V471C,0,No
V471C,1,Yes
V471C,8,Don't know
V471D,Variable Label,NA - Mother had CS liquid
V471D,0,No
V471D,1,Yes
V471D,8,Don't know
V471E,Variable Label,NA - NA - Mother had CS liquid
V471E,0,No
V471E,1,Yes
V471E,8,Don't know
V471F,Variable Label,NA - Mother had CS liquid
V471F,0,No
V471F,1,Yes
V471F,8,Don't know
V471G,Variable Label,NA - Mother had CS liquid
V471G,0,No
V471G,1,Yes
V471G,8,Don't know
V472A,Variable Label,NA - Mother had CS foods
V472A,0,No
V472A,1,Yes
V472A,8,Don't know
V472B,Variable Label,NA - Mother had CS foods
V472B,0,No
V472B,1,Yes
V472B,8,Don't know
V472C,Variable Label,NA - Mother had CS foods
V472C,0,No
V472C,1,Yes
V472C,8,Don't know
V472D,Variable Label,NA - Mother had CS foods
V472D,0,No
V472D,1,Yes
V472D,8,Don't know
V472E,Variable Label,"NA - Mother had bread, noodles, other made from grains"
V472E,0,No
V472E,1,Yes
V472E,8,Don't know
V472F,Variable Label,"NA - Mother had potatoes, cassava, or other tubers"
V472F,0,No
V472F,1,Yes
V472F,8,Don't know
V472G,Variable Label,NA - Mother had eggs
V472G,0,No
V472G,1,Yes
V472G,8,Don't know
V472H,Variable Label,"NA - Mother had meat (beef, pork, lamb, chicken, etc)"
V472H,0,No
V472H,1,Yes
V472H,8,Don't know
V472I,Variable Label,"NA - Mother had pumpkin, carrots, squash (yellow or orange inside)"
V472I,0,No
V472I,1,Yes
V472I,8,Don't know
V472J,Variable Label,NA - Mother had any dark green leafy vegetables
V472J,0,No
V472J,1,Yes
V472J,8,Don't know
V472K,Variable Label,"NA - Mother had mangoes, papayas, other vitamin A fruits"
V472K,0,No
V472K,1,Yes
V472K,8,Don't know
V472L,Variable Label,NA - Mother had any other fruits
V472L,0,No
V472L,1,Yes
V472L,8,Don't know
V472M,Variable Label,"NA - Mother had liver, heart, other organs"
V472M,0,No
V472M,1,Yes
V472M,8,Don't know
V472N,Variable Label,NA - Mother had fish or shellfish
V472N,0,No
V472N,1,Yes
V472N,8,Don't know
V472O,Variable Label,"NA - Mother had food made from beans, peas, lentils, nuts"
V472O,0,No
V472O,1,Yes
V472O,8,Don't know
V472P,Variable Label,"NA - Mother had cheese, yogurt, other milk products"
V472P,0,No
V472P,1,Yes
V472P,8,Don't know
V472Q,Variable Label,"NA - Mother had oil, fats, butter, products made of them"
V472Q,0,No
V472Q,1,Yes
V472Q,8,Don't know
V472R,Variable Label,"NA - Mother had chocolates, sweets, candies, pastries, etc"
V472R,0,No
V472R,1,Yes
V472R,8,Don't know
V472S,Variable Label,NA - Mother had other solid-semisolid food
V472S,0,No
V472S,1,Yes
V472S,8,Don't know
V472T,Variable Label,NA - Mother had CS foods
V472T,0,No
V472T,1,Yes
V472T,8,Don't know
V472U,Variable Label,NA - Mother had CS foods
V472U,0,No
V472U,1,Yes
V472U,8,Don't know
V473A,Variable Label,Read consent statement - HIV
V473A,1,Granted
V473A,2,Parent/other responsible refused
V473A,3,Respondent refused
V473A,4,Sample not tested/lost/not enough DBS
V473B,Variable Label,Result of measurement - HIV
V473B,1,Blood taken
V473B,2,Not present
V473B,3,Refused
V473B,4,Sample not tested/lost/damaged/insufficient
V473B,5,Not enough DBS to complete protocol
V473B,6,Other
V474,Variable Label,Heard of tuberculosis or TB
V474,0,No
V474,1,Yes
V474A,Variable Label,Tuberculosis spread by: air when coughing or sneezing
V474A,0,No
V474A,1,Yes
V474B,Variable Label,Tuberculosis spread by: sharing utensils
V474B,0,No
V474B,1,Yes
V474C,Variable Label,Tuberculosis spread by: touching a person with TB
V474C,0,No
V474C,1,Yes
V474D,Variable Label,Tuberculosis spread by: food
V474D,0,No
V474D,1,Yes
V474E,Variable Label,Tuberculosis spread by: sexual contact
V474E,0,No
V474E,1,Yes
V474F,Variable Label,Tuberculosis spread by: mosquito bites
V474F,0,No
V474F,1,Yes
V474G,Variable Label,NA - Tuberculosis spread by: CS
V474G,0,No
V474G,1,Yes
V474H,Variable Label,NA - Tuberculosis spread by: CS
V474H,0,No
V474H,1,Yes
V474I,Variable Label,NA - Tuberculosis spread by: CS
V474I,0,No
V474I,1,Yes
V474J,Variable Label,NA - Tuberculosis spread by: CS
V474J,0,No
V474J,1,Yes
V474X,Variable Label,Tuberculosis spread by: other
V474X,0,No
V474X,1,Yes
V474Z,Variable Label,Tuberculosis spread by: don't know
V474Z,0,No
V474Z,1,Yes
V475,Variable Label,Tuberculosis can be cured
V475,0,No
V475,1,Yes
V475,8,Don't know
V476,Variable Label,Keep secret when family member gets TB
V476,0,No
V476,1,"Yes, remain a secret"
V476,8,Don't know/not sure/depends
V477,Variable Label,Number of injections in last 12 months
V477,0,None
V477,90,90+
V477,98,Don't know
V478,Variable Label,Number of injections administered by a health worker
V478,0,None
V478,90,90+
V478,98,Don't know
V479,Variable Label,NA - Place of injection by health worker
V479,10,PUBLIC SECTOR
V479,11,Government hospital
V479,12,Government health center
V479,16,Other public sector
V479,20,PRIVATE SECTOR
V479,21,Private hospital/clinic/doctor
V479,22,Dental clinic/office
V479,23,Pharmacy
V479,24,Office or home of nurse/health worker
V479,26,Other private sector
V479,30,OTHER NON-MEDICAL
V479,31,Respondent's home
V479,96,Other
V480,Variable Label,"Syringe and needle from new, unopened package"
V480,0,No
V480,1,Yes
V480,8,Don't know
V481,Variable Label,Covered by health insurance
V481,0,No
V481,1,Yes
V481A,Variable Label,Health insurance type: mutual/community organization
V481A,0,No
V481A,1,Yes
V481B,Variable Label,Health insurance type: provided by employer
V481B,0,No
V481B,1,Yes
V481C,Variable Label,NA - Health insurance type: social security
V481C,0,No
V481C,1,Yes
V481D,Variable Label,Health insurance type: private/commercially purchased
V481D,0,No
V481D,1,Yes
V481E,Variable Label,Health insurance type: National/district health insurance(NHIS)
V481E,0,No
V481E,1,Yes
V481F,Variable Label,NA - Health insurance type: CS
V481F,0,No
V481F,1,Yes
V481G,Variable Label,NA - Health insurance type: CS
V481G,0,No
V481G,1,Yes
V481H,Variable Label,NA - Health insurance type: CS
V481H,0,No
V481H,1,Yes
V481X,Variable Label,Health insurance type: other
V481X,0,No
V481X,1,Yes
V482A,Variable Label,NA - Arrange care of biological children under age 18
V482A,0,No
V482A,1,Yes
V482A,8,Unsure
V482B,Variable Label,NA - Primary caregiver of children under age 18
V482B,0,No
V482B,1,Yes
V482C,Variable Label,NA - Arrange care of non-biological children < 18
V482C,0,No
V482C,1,Yes
V482C,8,Unsure
V501,Variable Label,Current marital status
V501,0,Never in union
V501,1,Married
V501,2,Living with partner
V501,3,Widowed
V501,4,Divorced
V501,5,No longer living together/separated
V502,Variable Label,Currently/formerly/never in union
V502,0,Never in union
V502,1,Currently in union/living with a man
V502,2,Formerly in union/living with a man
V503,Variable Label,Number of unions
V503,1,Once
V503,2,More than once
V504,Variable Label,Currently residing with husband/partner
V504,1,Living with her
V504,2,Staying elsewhere
V505,Variable Label,Number of other wives
V505,0,No other wives
V505,98,Don't know
V506,Variable Label,Respondent's rank among wives
V506,98,Don't know
V507,Variable Label,Month of first cohabitation
V508,Variable Label,Year of first cohabitation
V509,Variable Label,Date of first cohabitation (CMC)
V510,Variable Label,Completeness of date information in V509
V510,1,Month and year - information complete
V510,2,Month and age - year imputed
V510,3,Year and age - month imputed
V510,5,Year - age/month imputed
V510,6,Age - year/month imputed
V510,7,Month - age/year imputed
V510,8,None - all imputed
V511,Variable Label,Age at first cohabitation
V512,Variable Label,Years since first cohabitation
V513,Variable Label,Cohabitation duration (grouped)
V513,0,Never married
V513,1,0-4
V513,2,5-9
V513,3,10-14
V513,4,15-19
V513,5,20-24
V513,6,25-29
V513,7,30+
V525,Variable Label,Age at first sex
V525,0,Not had sex
V525,96,At first union
V525,97,Inconsistent
V525,98,Don't know
V527,Variable Label,Time since last sex
V527,100,<1 day ago
V527,101,Days: 1
V527,199,Days: number missing
V527,201,Weeks: 1
V527,299,Weeks: number missing
V527,301,Months: 1
V527,399,Months: number missing
V527,401,Years: 1
V527,499,Years: number missing
V527,995,Within last 4 weeks
V527,996,Before last birth
V527,997,Inconsistent
V527,998,Don't know
V528,Variable Label,Time since last sex (in days)
V528,31,31+ days
V528,95,Within last 4 weeks
V528,96,Before last birth
V528,97,Inconsistent
V528,98,Don't know
V529,Variable Label,Time since last sex (in months)
V529,995,Within last 4 weeks
V529,996,Before last birth
V529,997,Inconsistent
V529,998,Don't know
V530,Variable Label,Flag for V529
V530,0,No flag
V530,1,N > interval since birth
V530,2,N + abstinence > interval
V530,3,"N, but sex not res."
V530,4,"96, but no birth"
V530,5,"96, but currently pregnant"
V530,6,"96, but resumed sex"
V530,7,"N, last sex before pregnancy"
V530,8,"N, inconsistent 4 weeks"
V530,9,"N, sex before last birth"
V531,Variable Label,Age at first sex (imputed)
V531,0,Not had sex
V531,97,Inconsistent
V531,98,Don't know
V532,Variable Label,Flag for V531
V532,0,No flag
V532,1,After interview
V532,2,After conception >= 1 year
V532,3,After conception < 1 year
V532,4,"At marriage, but never married"
V532,5,"At marriage, but after conception"
V532,6,After marriage
V535,Variable Label,Ever been married or in union
V535,0,No
V535,1,Formerly married
V535,2,Lived with a man
V536,Variable Label,Recent sexual activity
V536,0,Never had sex
V536,1,Active in last 4 weeks
V536,2,Not active in last 4 weeks - postpartum abstinence
V536,3,Not active in last 4 weeks - not postpartum abstinence
V537,Variable Label,Months of abstinence
V537,60,60+
V537,96,Before last birth
V537,97,Inconsistent
V537,98,Don't know
V538,Variable Label,NA - How previous marriage or union ended
V538,1,Death/widowhood
V538,2,Divorce
V538,3,Separation
V539,Variable Label,NA - Person who received most of late husband's property
V539,1,Respondent
V539,2,Other wife
V539,3,Spouse's children
V539,4,Spouse's family
V539,6,Other
V539,7,No property
V540,Variable Label,NA - Respondent received any of late husband's assets or valuables
V540,0,No
V540,1,Yes
V541,Variable Label,NA - Intends to wait until marriage to have sex
V541,0,No
V541,1,Yes
V541,8,Don't know
V602,Variable Label,Fertility preference
V602,1,Have another
V602,2,Undecided
V602,3,No more
V602,4,Sterilized (respondent or partner)
V602,5,Declared infecund
V602,6,Never had sex
V603,Variable Label,Preferred waiting time for birth of a/another child
V603,100,Wanted now
V603,101,Months: 1
V603,199,Months: number missing
V603,201,Years: 1
V603,299,Years: number missing
V603,993,After marriage
V603,994,"Soon, now"
V603,996,"Other, non-numeric"
V603,997,Inconsistent
V603,998,Don't know
V604,Variable Label,Preferred waiting time for birth of a/another child (grouped)
V604,0,<12 months
V604,1,1 year
V604,2,2 years
V604,3,3 years
V604,4,4 years
V604,5,5 years
V604,6,6+ years
V604,7,Non-numeric
V604,8,Don't know
V605,Variable Label,Desire for more children
V605,1,Wants within 2 years
V605,2,Wants after 2+ years
V605,3,"Wants, unsure timing"
V605,4,Undecided
V605,5,Wants no more
V605,6,Sterilized (respondent or partner)
V605,7,Declared infecund
V605,8,Never had sex
V613,Variable Label,Ideal number of children
V613,96,Non-numeric response
V613,98,Don't know
V614,Variable Label,Ideal number of children (grouped)
V614,6,6+
V614,7,Non-numeric response
V616,Variable Label,Time for future birth
V616,100,Wanted now
V616,101,Months: 1
V616,199,Months: number missing
V616,201,Years: 1
V616,299,Years: number missing
V616,993,After marriage
V616,994,Soon/now
V616,995,Can't get pregnant
V616,996,Other
V616,998,Don't know
V621,Variable Label,Husband's desire for children
V621,1,Both want same
V621,2,Husband wants more
V621,3,Husband wants fewer
V621,8,Don't know
V623,Variable Label,Exposure
V623,0,Fecund
V623,1,Pregnant
V623,2,Postpartum amenorrheic
V623,3,"Infecund, menopausal"
V624,Variable Label,Unmet need
V624,0,Never had sex
V624,1,Unmet need for spacing
V624,2,Unmet need for limiting
V624,3,Using for spacing
V624,4,Using for limiting
V624,5,Spacing failure
V624,6,Limiting failure
V624,7,No unmet need
V624,8,Not married and no sex in last 30 days
V624,9,"Infecund, menopausal"
V625,Variable Label,Exposure (definition 2)
V625,0,Fecund
V625,1,Pregnant
V625,2,Postpartum amenorrheic
V625,3,"Infecund, menopausal"
V625A,Variable Label,Exposure to need for contraception (definition 3)
V625A,0,Fecund
V625A,1,Pregnant
V625A,2,Postpartum amenorrheic
V625A,3,"Infecund, menopausal"
V626,Variable Label,Unmet need (definition 2)
V626,0,Never had sex
V626,1,Unmet need for spacing
V626,2,Unmet need for limiting
V626,3,Using for spacing
V626,4,Using for limiting
V626,5,Spacing failure
V626,6,Limiting failure
V626,7,No unmet need
V626,8,Not married and no sex in last 30 days
V626,9,"Infecund, menopausal"
V626A,Variable Label,Unmet need for contraception (definition 3)
V626A,0,Never had sex
V626A,1,Unmet need for spacing
V626A,2,Unmet need for limiting
V626A,3,Using for spacing
V626A,4,Using for limiting
V626A,7,No unmet need
V626A,8,Not married and no sex in last 30 days
V626A,9,"Infecund, menopausal"
V627,Variable Label,Ideal number of boys
V627,96,Other
V627,98,Don't know
V628,Variable Label,Ideal number of girls
V628,96,Other
V628,98,Don't know
V629,Variable Label,Ideal number of either sex
V629,96,Other
V629,98,Don't know
V631,Variable Label,NA - Problem if became pregnant
V631,1,Big problem
V631,2,Small problem
V631,3,No problem
V631,4,Says she can't get pregnant/not having sex
V632,Variable Label,Decision maker for using contraception
V632,1,Mainly respondent
V632,2,"Mainly husband, partner"
V632,3,Joint decision
V632,6,Other
V633A,Variable Label,NA - Reason for not having sex: husband has STI
V633A,0,No
V633A,1,Yes
V633A,8,Don't know
V633B,Variable Label,Reason for not having sex: husband has other women
V633B,0,No
V633B,1,Yes
V633B,8,Don't know
V633C,Variable Label,NA - Reason for not having sex: recent birth
V633C,0,No
V633C,1,Yes
V633C,8,Don't know
V633D,Variable Label,"NA - Reason for not having sex: tired, not in mood"
V633D,0,No
V633D,1,Yes
V633D,8,Don't know
V633E,Variable Label,NA - Reason for not having sex: CS
V633E,0,No
V633E,1,Yes
V633E,8,Don't know
V633F,Variable Label,NA - Reason for not having sex: CS
V633F,0,No
V633F,1,Yes
V633F,8,Don't know
V633G,Variable Label,NA - Reason for not having sex: CS
V633G,0,No
V633G,1,Yes
V633G,8,Don't know
V634,Variable Label,NA - Husband knows that respondent is using contraception
V634,0,No
V634,1,Yes
V634,8,Don't know
V701,Variable Label,Husband/partner's education level
V701,0,No education
V701,1,Primary
V701,2,Secondary
V701,3,Higher
V701,8,Don't know
V702,Variable Label,Husband/partner's highest year of education (at level in V701)
V702,0,No years completed at level V702
V702,98,Don't know
V704,Variable Label,Husband/partner's occupation
V704,11,"Chief executive, senior officers and legislators"
V704,12,Administrative and commercial managers not elsewhere classified
V704,13,Production and specialized service managers
V704,14,"Hospitality, retail and other services managers"
V704,21,Science and engineering professionals
V704,22,Health professionals
V704,23,Teaching professionals
V704,24,Business and administrative professionals
V704,25,Information and communication technology professionals
V704,26,"Legal, social and cultural professional"
V704,31,Science and engineering associate professionals
V704,32,Health associate professionals
V704,33,Business and administration associate professionals
V704,34,"Legal, social cultural and related associate professionals"
V704,35,Information and communications technicians
V704,41,General and keyboard clerks
V704,42,Customer service clerks
V704,43,Numerical and mateial recording clerks
V704,44,Other clerical support workers
V704,51,Personal sales workers
V704,52,Sales workers
V704,53,Personal care workers
V704,54,Protective services workers
V704,61,Market-oriented agricultural workers
V704,62,"Market-oriented skilled forestry, fishery and hunting workers"
V704,63,"Subsistence farmers, fishers, hunters and gatherers"
V704,71,"Building and related trades workers, excluding electricians"
V704,72,"Metal, machinery and related trades workers"
V704,73,Handicraft and printing workers
V704,74,Electrical and electronic trades workers
V704,75,"Food processing, wood working, garment and other craft and related trades workers"
V704,81,Stationary plant and machine operators
V704,82,Assemblers
V704,83,Drivers and mobile plant operators
V704,91,Cleaners and helpers
V704,92,"Agricultural, forestry and fishery labourers"
V704,93,"Labours in mining, construction, manufacturing and transport"
V704,94,Food preparation assistants
V704,95,Street and related sales and service workers
V704,96,Refuse workers and other elementary workers
V704,996,Other
V705,Variable Label,Husband/partner's occupation (grouped)
V705,0,Did not work
V705,1,Professional/technical/managerial
V705,2,Clerical
V705,3,Sales
V705,4,Agricultural - self employed
V705,5,Agricultural - employee
V705,6,Household and domestic
V705,7,Services
V705,8,Skilled manual
V705,9,Unskilled manual
V705,96,Other
V705,98,Don't know
V714,Variable Label,Respondent currently working
V714,0,No
V714,1,Yes
V714A,Variable Label,"Respondent has a job, but currently absent"
V714A,0,No
V714A,1,Yes
V715,Variable Label,Husband/partner's total number of years of education
V715,97,Inconsistent
V715,98,Don't know
V716,Variable Label,Respondent's occupation
V716,0,Not working
V716,1,Commissioned armed forces officers
V716,2,Non-commissioned armed forces officers
V716,3,"Armed forces occupations, other ranks"
V716,11,"Chief executive, senior officers and legislators"
V716,12,Administrative and commercial managers not elsewhere classified
V716,13,Production and specialized service managers
V716,14,"Hospitality, retail and other services managers"
V716,21,Science and engineering professionals
V716,22,Health professionals
V716,23,Teaching professionals
V716,24,Business and administrative professionals
V716,25,Information and communication technology professionals
V716,26,"Legal, social and cultural professional"
V716,31,Science and engineering associate professionals
V716,32,Health associate professionals
V716,33,Business and administration associate professionals
V716,34,"Legal, social cultural and related associate professionals"
V716,35,Information and communications technicians
V716,41,General and keyboard clerks
V716,42,Customer service clerks
V716,43,Numerical and mateial recording clerks
V716,44,Other clerical support workers
V716,51,Personal sales workers
V716,52,Sales workers
V716,53,Personal care workers
V716,54,Protective services workers
V716,61,Market-oriented agricultural workers
V716,62,"Market-oriented skilled forestry, fishery and hunting workers"
V716,63,"Subsistence farmers, fishers, hunters and gatherers"
V716,71,"Building and related trades workers, excluding electricians"
V716,72,"Metal, machinery and related trades workers"
V716,73,Handicraft and printing workers
V716,74,Electrical and electronic trades workers
V716,75,"Food processing, wood working, garment and other craft and related trades workers"
V716,81,Stationary plant and machine operators
V716,82,Assemblers
V716,83,Drivers and mobile plant operators
V716,91,Cleaners and helpers
V716,92,"Agricultural, forestry and fishery labourers"
V716,93,"Labours in mining, construction, manufacturing and transport"
V716,94,Food preparation assistants
V716,95,Street and related sales and service workers
V716,96,Refuse workers and other elementary workers
V716,996,Other
V717,Variable Label,Respondent's occupation (grouped)
V717,0,Not working
V717,1,Professional/technical/managerial
V717,2,Clerical
V717,3,Sales
V717,4,Agricultural - self employed
V717,5,Agricultural - employee
V717,6,Household and domestic
V717,7,Services
V717,8,Skilled manual
V717,9,Unskilled manual
V717,98,Don't know
V719,Variable Label,"Respondent works for family, others, self"
V719,1,For family member
V719,2,For someone else
V719,3,Self-employed
V721,Variable Label,NA - Respondent works at home or away
V721,1,At home
V721,2,Away
V729,Variable Label,Husband/partner's educational attainment
V729,0,No education
V729,1,Incomplete primary
V729,2,Complete primary
V729,3,Incomplete secondary
V729,4,Complete secondary
V729,5,Higher
V729,8,Don't know
V730,Variable Label,Husband/partner's age
V730,96,96+
V730,98,Don't know
V731,Variable Label,Respondent worked in last 12 months
V731,0,No
V731,1,In the past year
V731,2,Currently working
V731,3,"Have a job, but on leave last 7 days"
V732,Variable Label,Respondent employed all year/seasonal
V732,1,All year
V732,2,Seasonal
V732,3,Occasional
V739,Variable Label,Person who usually decides how to spend respondent's earnings
V739,1,Respondent alone
V739,2,Respondent and husband/partner
V739,3,Respondent and other person
V739,4,Husband/partner alone
V739,5,Someone else
V740,Variable Label,NA - Type of land where respondent works
V740,0,Own land
V740,1,Family land
V740,2,Someone else's land
V740,3,Rented land
V740,8,Don't know
V741,Variable Label,Type of earnings from respondent's work
V741,0,Not paid
V741,1,Cash only
V741,2,Cash and in-kind
V741,3,In-kind only
V743A,Variable Label,Person who usually decides on respondent's health care
V743A,1,Respondent alone
V743A,2,Respondent and husband/partner
V743A,3,Respondent and other person
V743A,4,Husband/partner alone
V743A,5,Someone else
V743A,6,Other
V743B,Variable Label,Person who usually decides on large household purchases
V743B,1,Respondent alone
V743B,2,Respondent and husband/partner
V743B,3,Respondent and other person
V743B,4,Husband/partner alone
V743B,5,Someone else
V743B,6,Other
V743C,Variable Label,NA - Person who usually decides on household purchases for daily needs
V743C,1,Respondent alone
V743C,2,Respondent and husband/partner
V743C,3,Respondent and other person
V743C,4,Husband/partner alone
V743C,5,Someone else
V743C,6,Other
V743D,Variable Label,Person who usually decides on visits to family or relatives
V743D,1,Respondent alone
V743D,2,Respondent and husband/partner
V743D,3,Respondent and other person
V743D,4,Husband/partner alone
V743D,5,Someone else
V743D,6,Other
V743E,Variable Label,NA - Person who usually decides on food to be cooked each day
V743E,1,Respondent alone
V743E,2,Respondent and husband/partner
V743E,3,Respondent and other person
V743E,4,Husband/partner alone
V743E,5,Someone else
V743E,6,Other
V743F,Variable Label,Person who usually decides what to do with money husband earns
V743F,1,Respondent alone
V743F,2,Respondent and husband/partner
V743F,3,Respondent and other person
V743F,4,Husband/partner alone
V743F,5,Someone else
V743F,6,Other
V743F,7,Husband/partner has no earnings
V744A,Variable Label,Beating justified if wife goes out without telling husband
V744A,0,No
V744A,1,Yes
V744A,8,Don't know
V744B,Variable Label,Beating justified if wife neglects the children
V744B,0,No
V744B,1,Yes
V744B,8,Don't know
V744C,Variable Label,Beating justified if wife argues with husband
V744C,0,No
V744C,1,Yes
V744C,8,Don't know
V744D,Variable Label,Beating justified if wife refuses to have sex with husband
V744D,0,No
V744D,1,Yes
V744D,8,Don't know
V744E,Variable Label,Beating justified if wife burns the food
V744E,0,No
V744E,1,Yes
V744E,8,Don't know
V745A,Variable Label,Owns a house alone or jointly
V745A,0,Does not own
V745A,1,Alone only
V745A,2,Jointly only
V745A,3,Both alone and jointly
V745B,Variable Label,Owns land alone or jointly
V745B,0,Does not own
V745B,1,Alone only
V745B,2,Jointly only
V745B,3,Both alone and jointly
V746,Variable Label,Respondent earns more than husband/partner
V746,1,More than him
V746,2,Less than him
V746,3,About the same
V746,4,Husband/partner doesn't bring in money
V746,8,Don't know
YE,Variable Label,Received Yellow fever
YE,0,No
YE,1,Vaccination date on card
YE,2,Reported by mother
YE,3,Vaccination marked on card
YE,8,Don't know
YED,Variable Label,Yellow fever day
YED,97,Inconsistent
YED,98,Don't know
YEM,Variable Label,Yellow fever month
YEM,97,Inconsistent
YEM,98,Don't know
YEY,Variable Label,Yellow fever year
YEY,9997,Inconsistent
YEY,9998,Don't know
